,Obtained,Name,Source
23,,Giant Miranda Sprout,Waypoint RuinsStillwater CaveFrenzied Flame VillageChurch of Vows
24,,Giant Rat,LimgraveTombsward Cave
25,,Guillemot,LimgraveChurch of Dragon Communion
26,,Land Octopus,Hidden Path to the HaligtreeLimgraveSiofra River
27,,Land Squirt,Dragon-Burnt RuinsLimgraveSwamp of Aeonia
28,,Lesser Kindred of Rot (Pests),"Sellia Crystal TunnelCaelid Waypoint RuinsGrand CloisterChurch of the PlagueElphael, Brace of the Haligtree"
29,,Lesser Red Wolf of Radagon,Caria Manor
30,,Lesser Runebear,LimgraveWeeping PeninsulaMistwood RuinsCastle MorneDragonbarrow Cave
31,,Lesser Spider Hand,Caria ManorCarian Study HallFlame Peak
32,,Lesser Spirit-Caller Snail,Spiritcaller's CaveLeyndell Catacombs
33,,Lone Wolf,LimgraveGroveside CaveMistwoodStormgate
34,,Malformed Star,Ainsel RiverUhl Palace RuinsAltus TunnelPerfumer's Grotto
35,,Merchant's Mule,Church of Elleh
36,,Miranda Sprout,Demi-Human Forest RuinsWaypoint RuinsStillwater CaveSwamp of Aeonia
37,,Owl,
38,,Poison Slug,The Shaded Castle
39,,Rabbitgaroo,LimgraveLiurnia of the Lakes
40,,Rotten Stray,Limgrave TunnelsCastle MorneThe Shaded CastleCaelid Waypoint RuinsSwamp of Aeonia
41,,Sheep,LimgraveStormhill
42,,Silver Tear,"Nokron, Eternal CityNokstella, Eternal City"
43,,Singing Bat,Minor Erdtree (Weeping Peninsula)
44,,Skeletal Slime,LimgraveWyndham CatacombsMinor Erdtree Catacombs
45,,Skull Serpent,Mountaintops of the Giants
46,,Spider Hand,Caria ManorLeyndell Royal Capital
47,,Spirit Jellyfish,StormhillChurch of Dragon CommunionCastle MorneStillwater Cave
48,,Teardrop Scarab,"Academy Gate TownAltus PlateauCaelem RuinsCaelidCapital OutskirtsCaria ManorChurch of IrithChurch of InhibitionCrumbling Farum AzulaDeeproot DepthsFort GaelIsolated Merchant's Shack (Dragonbarrow)Leyndell Royal CapitalLimgraveLiurnia of the LakesLux RuinsMinor Erdtree (Liurnia Southwest)Minor Erdtree (Mistwood)Minor Erdtree (Dragonbarrow)Mountaintops of the GiantsMohgwyn Dynasty MausoleumMt GelmirNokron, Eternal CityOrdina Liturgical TownRaya Lucaria AcademyRedmane CastleRose ChurchSainted Hero's GraveSellia, Town of SorcerySiofra RiverSiofra AqueductStormhill ShackStormhillStormveil CastleSwamp of AeoniaThird Church of MarikaThree SistersVolcano ManorWeeping PeninsulaWoodfolk Ruins"
49,,Turtle,LimgraveLiurnia of the LakesDeep Ainsel WellChelona's Rise
50,,Wild Mouflon,Stormhill
0,,Abductor Virgin,Raya Lucaria AcademySealed TunnelRedmane Castle
1,,Albinauric,Liurnia of the LakesVolcano ManorMohgwyn PalaceOrdina Liturgical TownAcademy Gate Town
2,,Albinauric Wolfback Archer,Ordina Liturgical Town
3,,Ancestral Follower,"Siofra RiverNokron, Eternal CityUhl Palace Ruins"
4,,Ancestral Follower Shaman,"Nokron, Eternal City"
5,,Avionette Soldier,"Heretical RiseRaya Lucaria AcademySellia, Town of SorcerySellia Gateway"
6,,Azula Beastman,Crumbling Farum Azula
7,,Baleful Shadow,Ainsel River Main Quest: RanniRanni
8,,Banished Knight,Stormveil CastleCastle SolCathedral of Dragon CommunionCrumbling Farum Azula
9,,Battlemage,Raya Lucaria AcademyRaya Lucaria Crystal TunnelSellia HideawayWest Windmill PastureCaelidMiquella's Haligtree
10,,Blackflame Monk,Divine Tower of CaelidVolcano Manor
11,,Bloodhound Knight,Volcano Manor
12,,Broken Statue,Leyndell Royal CapitalDeeproot Depths
13,,Celebrant,Windmill Village
14,,Chanting Winged Dame,Ruin-Strewn PrecipiceMinor Erdtree (Weeping Peninsula)Fort Faroth
15,,Clayman,Siofra RiverAinsel RiverUhl Palace Ruins
16,,Common Noble,LimgraveLiurnia of the Lakes
17,,Commoner,Stormveil CastleLeyndell Royal Capital
18,,Demi-Human,Demi-Human Forest RuinsCoastal CaveLakeside Crystal CaveCraftsman's Shack
19,,Depraved Perfumer,The Shaded Castle
20,,Exile Soldier,Stormveil Castle
21,,Fallen Hawks Soldier,"Nokron, Eternal City"
22,,Fanged Imp,Murkwater CatacombsImpaler's CatacombsTombsward CatacombsCliffbottom CatacombsWyndham CatacombsFringefolk Hero's GraveRoad's End CatacombsSubterranean Shunning-Grounds
23,,Fire Knight,
24,,Fire Monk,Fort LaieddLiurnia of the LakesMountaintops of the Giants
25,,Flame Chariot,Liurnia of the LakesFort LaieddFort Gael
26,,Flame Guardian,Guardians' Garrison
27,,Frenzied Duelist,Leyndell Royal Capital
28,,Frenzied Villager,Ailing VillageFrenzied Flame VillageFrenzy-Flaming Tower
29,,Glintstone Sorcerer,Raya Lucaria AcademyAcademy Crystal CaveHighway Lookout Tower
30,,Godrick Knight,Gatefront RuinsStormhill
31,,Godrick Soldier (Sword & Shield),Gatefront RuinsCastle MorneStormgateLimgrave
32,,Godrick Soldier (Sword),Gatefront RuinsCastle MorneStormgateLimgrave
33,,Godrick Soldier (Warpick & Shield),Gatefront RuinsCastle MorneStormgateLimgrave
34,,Golem (Bow),StormhillCastle MorneAinsel River WellLeyndell Royal CapitalCaelid
35,,Golem (Halberd),StormhillCastle MorneAinsel River WellLeyndell Royal Capital
36,,Great Horned Tragoth,Ruin-Strewn Precipice Quest: Volcano Manor
37,,Guardian,Minor Erdtree (Weeping Peninsula)Minor Erdtree (Consecrated Snowfield)Minor Erdtree (Caelid)Leyndell Royal Capital
38,,Haligtree Foot Soldier,"Elphael, Brace of the Haligtree"
39,,Haligtree Knight,"Elphael, Brace of the Haligtree"
40,,Haligtree Soldier,"Elphael, Brace of the Haligtree"
41,,High Page,Raya Lucaria AcademyLeyndell Royal Capital
42,,Highwayman,Murkwater Cave
43,,Invisible Warrior,Ordina Liturgical Town
44,,Iron Virgin,Sealed TunnelRedmane CastleThe Shaded Castle
45,,Kaiden Sellsword,StormgateConsecrated Snowfield
46,,Knight of Zamor,Zamor Ruins
47,,Large Oracle Envoy,Leyndell Royal CapitalMiquella's Haligtree
48,,Lazuli Sorcerer,Raya Lucaria Academy
49,,Lesser Burial Watchdog,Giant-Conquering Hero's GraveGiants' Mountaintop Catacombs
50,,Lesser Cleanrot Knight,Swamp of Aeonia
51,,Lesser Crystalian,"Elphael, Brace of the Haligtree"
52,,Lesser Pumpkin Head,Castle MorneRaya Lucaria AcademyFort HaightThe Four Belfries
53,,Lesser Wormface,Altus PlateauCrumbling Farum Azula
54,,Leyndell Foot Soldier,Leyndell Royal Capital
55,,Leyndell Knight,Artist's Shack (Liurnia of the Lakes)Wyndham CatacombsAltus PlateauLeyndell Royal Capital
56,,Leyndell Soldier,Leyndell Royal Capital
57,,Living Jar,Stormveil CastleRaya Lucaria AcademyCaria ManorGiants' Mountaintop CatacombsAuriza Side Tomb
58,,Man-Serpent,Volcano Manor
59,,Marionette Soldier,Raya Lucaria AcademyAcademy Gate TownRaya Lucaria Crystal TunnelWitchbane RuinsConverted Tower
60,,Mausoleum Foot Soldier,Consecrated Snowfield
61,,Mausoleum Knight,Bellum HighwayRaya Lucaria AcademyConsecrated SnowfieldDeeproot Depths
62,,Mausoleum Soldier,Consecrated SnowfieldWeeping PeninsulaDeeproot Depths
63,,Miner,Limgrave TunnelsSellia Crystal TunnelSealed TunnelMorne TunnelRuin-Strewn Precipice
64,,Misbegotten,Castle MorneMorne TunnelWeeping PeninsulaUnsightly CatacombsMiquella's HaligtreeLeyndell Royal CapitalOrdina Liturgical Town
65,,Mounted Knight,Tower of ReturnLiurnia of the Lakes
66,,Night Maiden,"Night's Sacred GroundNokron, Eternal CityNokstella, Eternal City"
67,,Noble Sorcerer,LimgraveLiurnia of the Lakes
68,,Nox Monk,"Night's Sacred GroundNokron, Eternal CityNokstella, Eternal City"
69,,Nox Swordstress,"Night's Sacred GroundNokron, Eternal CityNokstella, Eternal City"
70,,Ogre,Stormveil CastleCliffbottom CatacombsSubterranean Shunning-Grounds
71,,Old Noble,LimgraveLiurnia of the Lakes
72,,Omen,Stormveil CastleCliffbottom CatacombsSubterranean Shunning-Grounds
73,,Oracle Envoy,Leyndell Royal Capital
74,,Oracle Envoy Giant,Miquella's Haligtree
75,,Page,Tombsward RuinsThe Shaded CastleCaria ManorGelmir Hero's Grave
76,,Perfumer,Leyndell Royal CapitalPerfumer's RuinsPerfumer's Grotto
77,,Prelate,Fort LaieddGiant-Conquering Hero's GraveGiants' Mountaintop CatacombsGuardians' GarrisonZamor Ruins
78,,Putrid Corpse,Mohgwyn PalaceCaelem RuinsThe Shaded Castle
79,,Radahn Knight,Fort GaelCaelid CatacombsRedmane Castle
80,,Radahn Soldier,Fort GaelRedmane Castle
81,,Raya Lucaria Knight,Grand Lift of DectusBellum Church
82,,Raya Lucaria Soldier,Academy Gate TownPurified Ruins
83,,Revenant,"Elphael, Brace of the HaligtreeLaskyar RuinsLunar Estate Ruins"
84,,Servant of Rot,Stillwater CaveCaelid Waypoint RuinsSwamp of Aeonia
85,,Skeletal Militiaman,LimgraveDeathtouched CatacombsTombsward CatacombsLiurnia of the LakesAuriza Hero's Grave
86,,Skeleton Mage,Liurnia of the LakesStillwater CaveSellia Hideaway
87,,Soldier,Fringefolk Hero's GraveForest Lookout TowerStormhillStormveil CastleCastle MorneTower of ReturnLeyndell Royal CapitalPurified RuinsRedmane Castle
88,,Soldier Noble,LimgraveLiurnia of the Lakes
89,,Sorcerer Miner,Altus TunnelRaya Lucaria Crystal TunnelSellia Crystal Tunnel
90,,Starcaller,Weeping Peninsula
91,,Thorn-Fire Sorcerer,Liurnia of the LakesFort LaieddMountaintops of the Giants
92,,Troll,Stormveil CastleLimgraveAltus PlateauVolcano Manor
93,,Troll Knight,Caria ManorLiurnia of the Lakes
94,,Twinsage Sorcerer,Academy Crystal CaveRaya Lucaria Academy
95,,Vulgar Militiamen,Ruin-Strewn PrecipiceGrand Lift of Rold
96,,Wraith Caller,Laskyar RuinsLunar Estate Ruins
97,,Zombie,Impaler's CatacombsWeeping Peninsula
0,,Abandoned Cave Site of Grace,Abandoned Cave
1,,Abandoned Coffin Site of Grace,Altus Plateau
2,,Abductor Virgin Site of Grace,Volcano Manor
3,,Abyssal Woods,
4,,Academy Crystal Cave Site of Grace,Academy Crystal Cave
5,,Academy Gate Town Site of Grace,Academy Gate Town
6,,Across the Roots Site of Grace,Deeproot Depths
7,,Aeonia Swamp Shore Site of Grace,Swamp of Aeonia
8,,Agheel Lake North Site of Grace,Limgrave
9,,Agheel Lake South Site of Grace,Limgrave
10,,Ailing Village Outskirts Site of Grace,Weeping Peninsula
11,,Ainsel River Downstream Site of Grace,Ainsel River
12,,Ainsel River Main Site of Grace,Ainsel River Main Quest: Ranni
13,,Ainsel River Sluice Gate Site of Grace,Ainsel River
14,,Ainsel River Well Depths Site of Grace,Ainsel River
15,,Altar South Site of Grace,Moonlight Altar Quest: Ranni
16,,Altus Highway Junction Site of Grace,Altus Plateau
17,,Altus Plateau Site of Grace,Altus Plateau
18,,Altus Tunnel Site of Grace,Altus Tunnel
19,,Ancestral Woods Site of Grace,"Nokron, Eternal City"
20,,Ancient Ruins Of Rauh,
21,,Ancient Snow Valley Ruins Site of Grace,Mountaintops of the Giants
22,,Apostate Derelict Site of Grace,Apostate Derelict
23,,Aqueduct-Facing Cliffs Site of Grace,"Nokron, Eternal City"
24,,Artist's Shack (Limgrave) Site of Grace,Limgrave
25,,Artist's Shack Site of Grace,Liurnia of the Lakes
26,,"Astel, Naturalborn of the Void Site of Grace",Ainsel River
27,,Astray from Caelid Highway North Site of Grace,Swamp of Aeonia
28,,Audience Pathway Site of Grace,Volcano Manor
29,,Auriza Hero's Grave Site of Grace,Auriza Hero's Grave
30,,Auriza Side Tomb Site of Grace,Auriza Side Tomb
31,,Avenue Balcony Site of Grace,Leyndell Royal Capital
32,,Behind Caria Manor Site of Grace,Liurnia of the Lakes
33,,Behind The Castle Site of Grace,Castle Morne
34,,Bellum Church Site of Grace,Bellum Church
35,,Below the Well Site of Grace,Siofra River
36,,"Belurat, Tower Settlement",
37,,Beside The Crater-Pocked Glade Site of Grace,Weeping Peninsula
38,,Beside the Great Bridge Site of Grace,Crumbling Farum Azula
39,,Beside the Rampart Gaol Site of Grace,Castle Morne
40,,Bestial Sanctum Site of Grace,Bestial Sanctum
41,,Black Knife Catacombs Site of Grace,Black Knife Catacombs
42,,Boilprawn Shack Site of Grace,Boilprawn Shack
43,,Bower of Bounty Site of Grace,Altus Plateau
44,,Bridge of Iniquity Site of Grace,Mt Gelmir
45,,Bridge of Sacrifice Site of Grace,Bridge of Sacrifice
46,,Caelem Ruins Site of Grace,Caelem Ruins
47,,Caelid Catacombs Site of Grace,Caelid Catacombs
48,,Caelid Highway South Site of Grace,Caelid
49,,Capital Rampart Site of Grace,Capital Outskirts
50,,Castellan's Hall Site of Grace,Altus Plateau
51,,Castle Ensis,
52,,Castle Morne Lift Site of Grace,Castle Morne
53,,Castle Morne Rampart Site of Grace,Weeping Peninsula
54,,Castle Sol Main Gate Site of Grace,Mountaintops of the Giants
55,,Castle Sol Rooftop Site of Grace,Mountaintops of the Giants
56,,Castleward Tunnel Site of Grace,Stormhill
57,,Cathedral of Dragon Communion Site of Grace,Cathedral of Dragon Communion
58,,Cathedral of Manus Celes Site of Grace,Cathedral of Manus Celes Quest: Ranni
59,,Cathedral of the Forsaken Site of Grace,Cathedral of the Forsaken
60,,Cave of Knowledge Site of Grace,Cave of Knowledge
61,,Cave of the Forlorn Site of Grace,Cave of the Forlorn
62,,Cerulean Coast,
63,,Chair-Crypt of Sellia Site of Grace,Caelid
64,,Chamber Outside the Plaza Site of Grace,Caelid
65,,Charo's Hidden Grave,
66,,Church of Dragon Communion Site of Grace,Church of Dragon Communion
67,,Church of Elleh Site of Grace,Church of Elleh
68,,Church of Inhibition Site of Grace,Church of Inhibition
69,,Church of Pilgrimage Site of Grace,Church of Pilgrimage
70,,Church of Repose Site of Grace,Church of Repose
71,,Church of Vows Site of Grace,Church of Vows
72,,Church of the Cuckoo Site of Grace,Raya Lucaria Academy
73,,Church of the Eclipse Site of Grace,Mountaintops of the Giants
74,,Church of the Plague Site of Grace,Church of the Plague
75,,Cliffbottom Catacombs Site of Grace,Cliffbottom Catacombs
76,,Coastal Cave Site of Grace,Coastal Cave
77,,Cocoon of the Empyrean Site of Grace,Mohgwyn Palace
78,,Consecrated Snowfield Catacombs Site of Grace,Consecrated Snowfield Catacombs
79,,Consecrated Snowfield Site of Grace,Consecrated Snowfield
80,,Converted Tower Site of Grace,Converted Tower
81,,Craftsman's Shack Site of Grace,Craftsman's Shack
82,,Crumbling Beast Grave Depths Site of Grace,Crumbling Farum Azula
83,,Crumbling Beast Grave Site of Grace,Crumbling Farum Azula
84,,Crystalline Woods Site of Grace,Liurnia of the Lakes
85,,Deathtouched Catacombs Site of Grace,Deathtouched Catacombs
86,,Debate Parlor Site of Grace,Raya Lucaria Academy
87,,Deep Siofra Well Site of Grace,Deep Siofra Well
88,,Deeproot Depths Site of Grace,Deeproot Depths
89,,Divine Bridge Site of Grace,"Leyndell Royal CapitalLeyndell, Capital of Ash"
90,,Divine Tower of Caelid: Basement Site of Grace,Divine Tower of Caelid
91,,Divine Tower of Caelid: Center Site of Grace,Divine Tower of Caelid
92,,Divine Tower of East Altus Site of Grace,Forbidden Lands
93,,Divine Tower of East Altus: Gate Site of Grace,Forbidden Lands
94,,Divine Tower of Limgrave Site of Grace,Divine Tower of Limgrave
95,,Divine Tower of Liurnia Site of Grace,Divine Tower of Liurnia Quest: Ranni
96,,Divine Tower of West Altus Site of Grace,Divine Tower of West Altus
97,,Divine Tower of West Altus: Gate Site of Grace,Divine Tower of West Altus
98,,Dragon Temple Altar Site of Grace,Crumbling Farum Azula
99,,Dragon Temple Lift Site of Grace,Crumbling Farum Azula
100,,Dragon Temple Rooftop Site of Grace,Crumbling Farum Azula
101,,Dragon Temple Site of Grace,Crumbling Farum Azula
102,,Dragon Temple Transept Site of Grace,Crumbling Farum Azula
103,,Dragonbarrow Cave Site of Grace,Dragonbarrow Cave
104,,Dragonbarrow Fork Site of Grace,Dragonbarrow
105,,Dragonbarrow West Site of Grace,Dragonbarrow
106,,Dragonkin Soldier of Nokstella Site of Grace,Ainsel River
107,,Dragonlord Placidusax Site of Grace,Crumbling Farum Azula
108,,Drainage Channel Site of Grace,"Elphael, Brace of the Haligtree"
109,,Dynasty Mausoleum Entrance Site of Grace,Mohgwyn Palace
110,,Dynasty Mausoleum Midpoint Site of Grace,Mohgwyn Palace
111,,Earthbore Cave Site of Grace,Earthbore Cave
112,,East Capital Rampart Site of Grace,"Leyndell Royal CapitalLeyndell, Capital of Ash"
113,,East Gate Bridge Trestle Site of Grace,Liurnia of the Lakes
114,,East Raya Lucaria Gate Site of Grace,Bellum Highway
115,,Eastern Liurnia Lake Shore Site of Grace,Liurnia of the Lakes
116,,Eastern Tableland Site of Grace,Liurnia of the Lakes
117,,Elden Throne Site of Grace,"Elden ThroneLeyndell, Capital of Ash"
118,,Elphael Inner Wall Site of Grace,"Elphael, Brace of the Haligtree"
119,,Enir-Ilim,
120,,Erdtree Sanctuary Site of Grace,"Leyndell Royal CapitalLeyndell, Capital of Ash"
121,,Erdtree-Gazing Hill Site of Grace,Lux Ruins
122,,Fallen Ruins of the Lake Site of Grace,Liurnia of the Lakes
123,,Farum Greatbridge Site of Grace,Dragonbarrow
124,,Fire Giant Site of Grace,Flame Peak
125,,First Church of Marika Site of Grace,First Church of Marika
126,,First Mt. Gelmir Campsite Site of Grace,Mt Gelmir
127,,Folly on the Lake Site of Grace,Liurnia of the Lakes
128,,Foot Of The Jagged Peak,
129,,Foot of the Forge Site of Grace,Flame Peak
130,,Foot of the Four Belfries Site of Grace,Liurnia of the Lakes
131,,Forbidden Lands Site of Grace,Forbidden Lands
132,,Forest-Spanning Greatbridge Site of Grace,Altus Plateau
133,,Forge of the Giants Site of Grace,Forge of the Giants
134,,Forsaken Depths Site of Grace,Subterranean Shunning-Grounds
135,,Fort Faroth Site of Grace,Fort Faroth
136,,Fort Gael North Site of Grace,Caelid
137,,Fort Haight West Site of Grace,Limgrave
138,,"Fortified Manor, First Floor Site of Grace",Leyndell Royal Capital
139,,Fourth Church of Marika Site of Grace,Fourth Church of Marika
140,,Fractured Marika Site of Grace,"Leyndell, Capital of Ash"
141,,Freezing Lake Site of Grace,Mountaintops of the Giants
142,,Frenzied Flame Proscription Site of Grace,Frenzied Flame Proscription
143,,Frenzied Flame Village Outskirts Site of Grace,Bellum Highway
144,,Gael Tunnel Site of Grace,Gael Tunnel
145,,Gaol Cave Site of Grace,Gaol Cave
146,,Gate Town Bridge Site of Grace,Liurnia of the Lakes
147,,Gate Town North Site of Grace,Liurnia of the Lakes
148,,Gatefront Site of Grace,Limgrave
149,,Gateside Chamber Site of Grace,Stormveil Castle
150,,Gelmir Hero's Grave Site of Grace,Gelmir Hero's Grave
151,,Giant-Conquering Hero's Grave Site of Grace,Giant-Conquering Hero's Grave
152,,Giants' Gravepost Site of Grace,Flame Peak
153,,Giants' Mountaintop Catacombs Site of Grace,Giants' Mountaintop Catacombs
154,,Godrick the Grafted Site of Grace,Stormveil Castle
155,,Grand Cloister Site of Grace,Grand Cloister
156,,Grand Lift of Dectus Site of Grace,Grand Lift of Dectus
157,,Grand Lift of Rold Site of Grace,Grand Lift of Rold
158,,Gravesite Plain,
159,,Great Waterfall Basin Site of Grace,"Nokron, Eternal City"
160,,Great Waterfall Crest Site of Grace,Deeproot Depths
161,,Groveside Cave Site of Grace,Groveside Cave
162,,Guest Hall Site of Grace,Volcano Manor
163,,Haligtree Canopy Site of Grace,Miquella's Haligtree
164,,Haligtree Promenade Site of Grace,Miquella's Haligtree
165,,Haligtree Roots Site of Grace,"Elphael, Brace of the Haligtree"
166,,Haligtree Town Plaza Site of Grace,Miquella's Haligtree
167,,Haligtree Town Site of Grace,Miquella's Haligtree
168,,Heart of Aeonia Site of Grace,Swamp of Aeonia
169,,Hermit Merchant's Shack Site of Grace,Hermit Merchant's Shack
170,,Hidden Path to the Haligtree Site of Grace,Hidden Path to the Haligtree
171,,Highroad Cave Site of Grace,Highroad Cave
172,,Impaler's Catacombs Site of Grace,Impaler's Catacombs
173,,Impassable Greatbridge Site of Grace,Caelid
174,,Inner Aeonia Site of Grace,Swamp of Aeonia
175,,Inner Consecrated Snowfield Site of Grace,Consecrated Snowfield
176,,Isolated Divine Tower Site of Grace,Isolated Divine Tower
177,,Isolated Merchant's (Dragonbarrow) Shack Site of Grace,Dragonbarrow
178,,Isolated Merchant's Shack Site of Grace,Isolated Merchant's Shack (Weeping Peninsula)
179,,Jagged Peak,
180,,Jarburg Site of Grace,Jarburg
181,,Lake of Rot Shoreside Site of Grace,Lake of Rot
182,,Lake-Facing Cliffs Site of Grace,Liurnia of the Lakes
